% This data file provides a summary of historical and projected future changes in the annual average 
% temperature for the country or region: 
% 
%    Singapore
% 
% The historical data comes from Berkeley Earth's Land Temperature Dataset, http://www.berkeleyearth.org/
% 
% Future temperature projections are based on a range of scenarios used in the IPCC's Sixth Assessment Report.
% 
% The scenarios presented are:
% 
% * SSP1-2.6: which has significantly lower greenhouse gas emissions in the future and assumes net zero carbon 
%   dioxide worldwide by ~2080. Under this scenario, overall average global warming is expected to reach 
%   approximately 1.8°C by 2100.
% 
% * SSP2-4.5: an intermediate future emissions trajectory.  This assumes that modern emissions levels stay 
%   approximately consistent through 2050, before gradually declining.  Under this scenario, net zero is not 
%   reached by 2100, and global average warming is expected to have reached approximately 2.7°C by 2100 and 
%   still be rising.  Among the available scenarios, this is the closest to the world’s current behavior on 
%   emissions.
% 
% * SSP3-7.0: a high emissions, high warming scenario, that assumes the world not only fails to curtail 
%   greenhouse gas emissions, but that emissions continue to rise. Under this scenario, carbon dioxide 
%   emissions are assumed to double by 2100; average global temperatures would reach approximately 3.6°C 
%   above pre-industrial baseline, more than doubling current levels of warming.
% 
% In general, land areas are expected to warm faster than ocean areas in response to global warming.  As a
% result, the national average temperature time series presented here will nearly always show more warming
% than the corresponding global average in the same scenario.
% 
% For each future projection, national average time series were extracted from a collection of dozens of
% CMIP6 models by averaging each model's temperature field over the area of the nation and rescaling to match
% model estimates of the past to observed historical data from the same region.  This rescaling is necessary
% due to the low resolution of the climate model data.  In particular, apparent model outputs from territories
% with ocean coastlines tend too warm too slowly due to a mixing of land and ocean values at the low resolution
% of the models.  Rescaling corrects for that bias in the models, and ensures long-term model trends are
% consistent with the observational data during the historical period.  Averages were then constructed from
% the collection of models and 90% ranges reported based on the variation amongst the models.
% 
% Each model scenario comes with some uncertainty regarding the future warming response to a given emissions
% trajectory.  Significantly though, the uncertainty regarding the amount of warming that will occur in the
% future is dominated about uncertainty regarding the future of greenhouse gas emissions.  Human actions
% will determine how much greenhouse gas is emitted this century and thus are the most significant factor
% in determining the future warming trajectory.
% 
% All temperatures are expressed in degrees C relative to a late 19th century baseline.
% 
%% Country: Singapore
%% Short_Name: Singapore
%% ISO_Code: SGP

% Year, Annual Average, Annual Average Unc, 10-year Smooth, SSP1-2.6, SSP1-2.6 Upper Unc, SSP1-2.6 Lower Unc, SSP2-4.5, SSP2-4.5 Upper Unc, SSP2-4.5 Lower Unc, SSP3-7.0, SSP3-7.0 Upper Unc, SSP3-7.0 Lower Unc, Model Historical
1853	-0.12	0.45	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.23
1854	-0.20	0.53	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.23
1855	-0.14	0.35	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.23
1856	0.01	0.61	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.22
1857	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.22
1858	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.22
1859	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.22
1860	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.21
1861	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.21
1862	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.21
1863	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.21
1864	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.21
1865	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.21
1866	0.06	0.30	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.22
1867	-0.04	0.55	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.22
1868	0.08	0.59	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.22
1869	0.03	0.73	-0.09	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.22
1870	-0.39	0.71	-0.10	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.23
1871	-0.38	0.68	-0.10	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.23
1872	-0.02	0.74	-0.09	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.23
1873	0.17	0.38	-0.08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.23
1874	-0.13	0.51	-0.06	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.23
1875	-0.41	0.91	-0.03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.22
1876	-0.15	0.35	0.00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.22
1877	0.33	0.36	0.04	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.21
1878	0.62	0.40	0.06	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.21
1879	-0.16	0.41	0.08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.20
1880	0.11	0.57	0.08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.20
1881	0.44	0.83	0.08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19
1882	0.07	0.41	0.06	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19
1883	-0.26	0.41	0.04	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18
1884	-0.38	0.43	0.02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18
1885	0.15	0.63	0.01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18
1886	0.30	0.44	0.01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18
1887	-0.45	0.38	0.01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.18
1888	0.18	0.37	0.00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.19
1889	0.41	0.40	0.00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.20
1890	-0.18	0.86	-0.00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.21
1891	0.08	0.39	-0.01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.21
1892	-0.15	0.43	-0.01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.22
1893	-0.34	0.33	0.00	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.24
1894	-0.14	0.31	0.02	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.25
1895	-0.04	0.38	0.05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.26
1896	0.35	0.69	0.08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.26
1897	0.44	0.32	0.11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.27
1898	0.17	0.40	0.14	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.28
1899	0.08	0.27	0.15	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.29
1900	0.46	0.32	0.16	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.29
1901	0.03	0.19	0.16	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.30
1902	-0.03	0.70	0.16	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.30
1903	0.15	0.18	0.17	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.31
1904	-0.17	0.21	0.17	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.31
1905	0.56	0.96	0.18	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.32
1906	0.26	0.34	0.19	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.32
1907	0.28	0.54	0.20	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.33
1908	0.21	0.18	0.20	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.33
1909	0.26	0.52	0.20	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.34
1910	-0.04	0.19	0.20	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.34
1911	0.15	0.23	0.19	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.35
1912	0.33	0.26	0.18	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.35
1913	0.04	0.48	0.17	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.36
1914	0.40	0.35	0.16	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.37
1915	0.45	0.27	0.14	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.38
1916	0.03	0.45	0.12	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.39
1917	-0.31	0.29	0.10	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.39
1918	-0.27	0.26	0.09	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.40
1919	0.39	0.15	0.08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.41
1920	0.25	0.34	0.08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.42
1921	0.06	0.15	0.09	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.43
1922	0.01	0.20	0.09	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.43
1923	-0.01	0.16	0.11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.44
1924	0.11	0.22	0.13	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.45
1925	-0.02	0.16	0.15	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.46
1926	0.35	0.25	0.18	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.46
1927	0.18	0.12	0.22	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.47
1928	0.35	0.15	0.25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.48
1929	0.25	0.12	0.28	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.48
1930	0.48	0.16	0.30	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.49
1931	0.65	0.15	0.31	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.50
1932	0.28	0.20	0.31	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.50
1933	0.15	0.15	0.32	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.51
1934	0.02	0.17	0.32	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.52
1935	0.29	0.15	0.33	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.52
1936	0.34	0.12	0.35	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.53
1937	0.47	0.09	0.38	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.54
1938	0.40	0.09	0.42	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.54
1939	0.34	0.13	0.45	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.55
1940	0.60	0.07	0.48	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.55
1941	1.00	0.11	0.51	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.56
1942	0.67	0.33	0.52	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.56
1943	0.27	0.22	0.52	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.57
1944	0.44	0.24	0.52	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.58
1945	0.33	0.21	0.51	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.58
1946	0.58	0.16	0.50	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.59
1947	0.64	0.15	0.50	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.59
1948	0.51	0.12	0.50	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.60
1949	0.48	0.12	0.50	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.60
1950	0.30	0.16	0.50	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.61
1951	0.57	0.10	0.50	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.61
1952	0.62	0.12	0.50	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.61
1953	0.66	0.13	0.50	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.61
1954	0.36	0.16	0.51	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.61
1955	0.38	0.12	0.51	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.61
1956	0.26	0.13	0.52	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.61
1957	0.56	0.14	0.54	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.60
1958	0.91	0.09	0.55	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.60
1959	0.63	0.10	0.56	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.59
1960	0.64	0.19	0.57	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.59
1961	0.53	0.20	0.57	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.58
1962	0.40	0.10	0.57	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.58
1963	0.63	0.19	0.58	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.57
1964	0.53	0.17	0.58	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.57
1965	0.48	0.18	0.59	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.57
1966	0.75	0.07	0.61	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.57
1967	0.51	0.13	0.62	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.58
1968	0.60	0.12	0.63	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.58
1969	0.95	0.15	0.64	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.59
1970	0.72	0.14	0.65	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.60
1971	0.49	0.19	0.64	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.61
1972	0.76	0.16	0.64	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.62
1973	0.72	0.23	0.63	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.63
1974	0.38	0.17	0.64	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.65
1975	0.43	0.17	0.65	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.66
1976	0.52	0.09	0.67	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.67
1977	0.81	0.09	0.69	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.69
1978	0.82	0.11	0.72	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.70
1979	0.87	0.14	0.75	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.71
1980	0.86	0.10	0.78	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.73
1981	0.88	0.07	0.79	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.74
1982	0.77	0.06	0.80	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.75
1983	1.21	0.14	0.81	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.76
1984	0.35	0.11	0.81	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.77
1985	0.68	0.14	0.81	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.78
1986	0.74	0.11	0.82	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.79
1987	1.03	0.08	0.83	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.80
1988	0.96	0.12	0.84	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.82
1989	0.66	0.19	0.86	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.83
1990	1.03	0.06	0.87	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.84
1991	0.89	0.10	0.89	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.86
1992	0.83	0.13	0.91	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.88
1993	0.84	0.07	0.94	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.90
1994	0.99	0.13	0.97	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.92
1995	0.89	0.15	1.01	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.94
1996	0.87	0.08	1.05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.97
1997	1.44	0.25	1.09	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.00
1998	1.70	0.08	1.13	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.03
1999	0.96	0.11	1.15	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.06
2000	1.02	0.12	1.17	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.09
2001	1.09	0.13	1.19	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.13
2002	1.32	0.06	1.19	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.16
2003	1.21	0.07	1.20	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.19
2004	1.23	0.07	1.20	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.22
2005	1.35	0.15	1.20	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.26
2006	1.26	0.08	1.20	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.29
2007	1.01	0.11	1.21	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.32
2008	0.93	0.12	1.22	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.35
2009	1.30	0.12	1.23	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.38
2010	1.49	0.13	1.26	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.40
2011	1.14	0.08	1.29	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.43
2012	1.16	0.15	1.34	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.46
2013	1.36	0.16	1.39	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.49
2014	1.42	0.13	1.44	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.52
2015	1.71	0.14	1.50	1.55	1.73	1.30	1.55	1.72	1.36	1.55	1.69	1.34	NaN
2016	2.01	0.14	1.54	1.58	1.77	1.32	1.58	1.76	1.38	1.58	1.73	1.36	NaN
2017	1.50	0.20	1.58	1.61	1.82	1.34	1.61	1.81	1.40	1.61	1.78	1.37	NaN
2018	1.39	0.10	1.60	1.64	1.86	1.36	1.64	1.85	1.42	1.64	1.82	1.39	NaN
2019	1.88	0.10	1.61	1.67	1.91	1.38	1.68	1.90	1.45	1.67	1.86	1.41	NaN
2020	1.75	0.16	1.61	1.71	1.96	1.40	1.71	1.94	1.47	1.70	1.91	1.43	NaN
2021	1.53	0.15	1.59	1.74	2.01	1.42	1.74	1.99	1.49	1.73	1.95	1.45	NaN
2022	1.41	0.16	1.56	1.77	2.06	1.43	1.78	2.04	1.52	1.76	2.00	1.47	NaN
2023	NaN	NaN	NaN	1.80	2.11	1.45	1.81	2.08	1.54	1.80	2.05	1.50	NaN
2024	NaN	NaN	NaN	1.83	2.16	1.47	1.85	2.13	1.57	1.83	2.10	1.52	NaN
2025	NaN	NaN	NaN	1.86	2.20	1.49	1.88	2.18	1.59	1.87	2.15	1.55	NaN
2026	NaN	NaN	NaN	1.89	2.25	1.51	1.92	2.23	1.62	1.90	2.21	1.57	NaN
2027	NaN	NaN	NaN	1.92	2.30	1.53	1.95	2.28	1.65	1.94	2.26	1.60	NaN
2028	NaN	NaN	NaN	1.94	2.35	1.55	1.99	2.33	1.67	1.97	2.31	1.63	NaN
2029	NaN	NaN	NaN	1.97	2.39	1.56	2.02	2.38	1.70	2.01	2.37	1.66	NaN
2030	NaN	NaN	NaN	2.00	2.44	1.58	2.06	2.43	1.73	2.05	2.42	1.69	NaN
2031	NaN	NaN	NaN	2.03	2.48	1.60	2.09	2.48	1.75	2.08	2.48	1.72	NaN
2032	NaN	NaN	NaN	2.05	2.52	1.61	2.13	2.53	1.78	2.12	2.53	1.76	NaN
